-0.34062153	-0.01710053	-0.08690286	0.04231054	-0.028580463	-0.057016354	0.343732	-0.05151358	-0.09320684	-0.2120239	-0.028289568	-0.029389381	-0.24298796	0.031066295	-0.3046106	-0.058461573

0.30664667	0.15840805	-0.10717699	-0.2354864	0.026193945	0.16128494	-0.43075067	0.054545455	0.021480799	0.38255435	0.02829519	-0.028586777	0.37953988	0.0008467526	0.28494567	0.098069295

0.0838703	0.104416385	-0.07560827	-0.17853095	0.11816324	0.24071658	-0.09892183	-0.17947422	0.082634166	0.18138656	0.085286185	-0.03320667	0.36562866	0.25270373	0.25090018	0.10210455

-0.14426829	0.18423346	-0.14788057	0.089329794	0.22028834	0.011345374	0.06621307	-0.00041081556	-0.12958723	-0.02064202	0.032835137	-0.15629925	0.21097805	-0.006936985	-0.1820684	0.059149187

-0.07913947	0.1571709	-0.03172498	-0.07825668	-0.01187156	-0.036331087	-0.020672366	0.11569799	0.082570724	0.16477065	0.026560904	0.022334151	0.16522887	0.13538817	-0.13256462	0.14712265

0.124846034	0.21901622	-0.2592342	-0.118518665	-0.0002551449	0.16559626	-0.563385	0.0047992757	-0.018702235	0.37224087	0.04181026	-0.25951818	0.31700698	-0.058448862	0.06444345	-0.019294692

0.25538343	-0.18926236	-0.19110277	-0.0985732	0.08791978	-0.12194983	0.061859667	0.2765922	0.09141029	0.250897	0.07997451	0.4571573	0.047183745	0.11156919	0.19691156	0.20338246

0.2201461	-0.031066108	0.05247641	-0.09150403	-0.21388616	0.031231266	0.070586905	0.1400931	0.12227991	0.19384992	0.086959034	0.09433618	-0.013702851	0.122906074	0.3448051	0.07475251

0.033917405	0.11658693	0.050776754	-0.06160109	0.12173511	0.029943053	0.02739679	0.040880688	0.012981103	0.0790131	0.09406214	0.017285096	0.2501782	0.12676078	-0.02361128	0.04987799

0.051365	0.02088914	0.14449987	-0.05913152	0.03498328	0.13288707	-0.26190394	-0.15502918	0.11402079	0.12703933	-0.004934289	-0.006953184	0.14733016	0.092110686	0.13460994	0.048518524

-0.27146846	0.07232453	0.07703113	0.010360697	0.11594197	0.2339712	-0.054433163	-0.16692273	-0.034428418	-0.16132942	-0.026493201	-0.13973525	0.10705624	-0.08143511	-0.20160319	0.06253871

